Sl No,Name of Candidate,Course,Email,Ph
661, AARATHI VIKAS,(.NET),aarmyta80@yahoo.com,9889512660
662, ALPHY M GEORGE,(.NET),mhrzadh77@hotmail.com,9889512661
663, VARUN SATISH,(.NET),mhraathr_frhng90@hotmail.com,9889512662
664, RAHUL.T.R,(.NET),sty.alyzmany19@gmail.com,9889512663
665, NEENU MATHEW,(.NET),kywandkht19@gmail.com,9889512664
666, NIIKHIL T.M,(JAVA),darywsh_ythrby@gmail.com,9889512665
667, SRUTHY A PILLAI,Content Marketing,glnwsh.hwmn48@yahoo.com,9889512666
668, JAYAKRISHNAN.A,Content Marketing,aarsh20@gmail.com,9889512667
669, VISHNU.V.S,Fundamental Marketing,sahy.farsy@gmail.com,9889512668
670, CERIN ELIZABETH GEORGE,Social Media Marketing,bhdad_aqyly74@yahoo.com,9889512669
671, JINCY THOMAS,Fundamental Marketing,kawws44@yahoo.com,9889512670
672, K.SHARIKA,Email Marketing,jmshyd_almalhdy31@hotmail.com,9889512671
673, NEENA N,Email Marketing,prywsh78@yahoo.com,9889512672
674, SNEJI MARIYAM SAMUEL,SEM,pdram.hashmy@gmail.com,9889512673
675, NIDHA ANTONY,SEM,fryman_hmdany@gmail.com,9889512674
676, PRIYA GEORGE,Sales,nrgs.msbah@gmail.com,9889512675
677, VIDHYA R,Sales,ktaywn_khnmwyy@yahoo.com,9889512676
678, ANJALY THOMAS,Ecommerce,glpwnh67@gmail.com,9889512677
679, REESHNA.T,Sales,dwrshasb.mjthdy@yahoo.com,9889512678
680, VIPIN P.V.,Coding,mstanh.kamly41@hotmail.com,9889512679
681, JULIE MARY MATHEW,Coding,chawsh_mrtdhwy@yahoo.com,9889512680
682, DEEPU P MATHEWS,Personal & Professional Development,khrmdkht.lwks34@hotmail.com,9889512681
683, JOGY JOSEPH,Design,chhrzad59@hotmail.com,9889512682
684, THOMAS N.T,Design,sarh33@hotmail.com,9889512683
685, ANJU VARGHESE,Entrepreneurship,chhrzad.maarf97@yahoo.com,9889512684
686, SHAMNA N,Business & Finance,prwanh9@gmail.com,9889512685
687, ANU JOSEPH .K,Business & Finance,frwz.frshydwrd@hotmail.com,9889512686
688, JINOSH K CHACKO,Writing,mhnwsh.lwks32@yahoo.com,9889512687
689, LIFNA K SUBRAMANIAN,Communication,hzhyr36@hotmail.com,9889512688
690, RASHMI KP,Communication,dybadkht_fatmy@gmail.com,9889512689
691, NITIN SADANAND,Entrepreneurship,shyrng96@yahoo.com,9889512690
692, DEEPA SREERAJ,Entrepreneurship,zrngar_fnayy25@hotmail.com,9889512691
693, CHINCHU.L,Entrepreneurship,glpwsh_mnwchhry@yahoo.com,9889512692
694, ATHIRA VIJAYAN,Humanities,shahdkht.mjrd65@yahoo.com,9889512693
695, VINNY S DEV,Entrepreneurship,saghr7@yahoo.com,9889512694
696, NEENU MERRY TOM,Languages,gwdrz.almalhdy@gmail.com,9889512695
697, ANUJA ANTONY,Content Marketing,twran68@hotmail.com,9889512696
698, ASWATHI P RAJ,Content Marketing,grdan.hmaywn@gmail.com,9889512697
699, JAISON K THOMAS,Fundamental Marketing,ksry.mzfr53@gmail.com,9889512698
700, SREERAJ S CHIRACKAL,Social Media Marketing,mhrdad.mfth@gmail.com,9889512699
701, SACHIN R.S,Fundamental Marketing,wyshtasb.ythrby@gmail.com,9889512700
702, PRAVEEN KRISHNAMOORTHY,Email Marketing,frzam_mjthdshbstry@yahoo.com,9889512701
703, GREESHMA R NAIR,Email Marketing,nazfr_mradkhany74@yahoo.com,9889512702
704, BUNAISA MOL P.B.,SEM,ghrchhr73@gmail.com,9889512703
705, TREESA SUSAN JAMES,SEM,rawyar88@gmail.com,9889512704
706, SYAMKUMAR.S,Sales,zybar.fnayy7@yahoo.com,9889512705
707, MONISHA MOHAN,Sales,mhrdkht.krdbchh10@yahoo.com,9889512706
708, GEETHU VIJAYAN,Ecommerce,mhrnkar16@gmail.com,9889512707
709, VYBHAV.PM,Sales,glbrg13@hotmail.com,9889512708
710, NITIN DOMINIC,Coding,zry_mwswy@gmail.com,9889512709
711, RESHMA MURALI,Coding,nysha.wkyly@hotmail.com,9889512710
712, SANI.A.S,Personal & Professional Development,ksry46@gmail.com,9889512711
713, JITHIN K.GEORGE,Design,glbyz_abdalmlky88@hotmail.com,9889512712
714, JINO CHACKO,Design,zhyar.alyasgry@gmail.com,9889512713
715, DICKSON XAVIER,Entrepreneurship,shhla_mjtbayy36@yahoo.com,9889512714
716, THASNA E M,Business & Finance,khsrw_klbasy@yahoo.com,9889512715
717, AIMEY.P,Business & Finance,bhram.kwshky83@hotmail.com,9889512716
718, MURINGATHERY DON DAVID,Writing,kamnwsh15@hotmail.com,9889512717
719, KANNAN G.P,Communication,glpry49@yahoo.com,9889512718
720, RAKHI G,Communication,hma.mayn@yahoo.com,9889512719
721, BINITHA.K.NAIR,Entrepreneurship,ardwan.mayn@hotmail.com,9889512720
722, JIM ALEX,Entrepreneurship,mana_kashy61@hotmail.com,9889512721
723, JINU.P.SURENDRAN,(JAVA),manya_kamly50@gmail.com,9889512722
724, ZAFER AM,(JAVA),mrmr.hmt@yahoo.com,9889512723
725, TOM JOSE,(.NET),aathyn.qmyshy@gmail.com,9889512724
726, NIVY RACHEL THOMAS,(.NET),twzhal81@gmail.com,9889512725
727, HANYMOL H.A,(.NET),grdaafryd.kwshky50@yahoo.com,9889512726
728, GANGA RANI R,(.NET),jhanbkhsh.ghny31@hotmail.com,9889512727
729, RESMI RAJAN,(.NET),jamyn_yadgar36@yahoo.com,9889512728
730, LIGINLAL K. JOSEPH,(.NET),nwsha_mjahd@hotmail.com,9889512729
731, DILIP LAZAR,(.NET),sphr90@yahoo.com,9889512730
732, NIDHISH PS,(.NET),chawsh97@hotmail.com,9889512731
733, REKHA MOHAN,(TESTING),glpr_fatmy@yahoo.com,9889512732
734, RITTY THOMAS,(TESTING),mhsyma_nwab26@gmail.com,9889512733
735, AHILA ARAVIND,(JAVA),aathyn.aashwry81@gmail.com,9889512734
736, DIVYA M R,(.NET),aaryafr.hmdany77@yahoo.com,9889512735
737, HAALA MAMMED,(.NET),bhdys.abdalmlky86@yahoo.com,9889512736
738, SHEEN VARGHESE .M,(.NET),ngyn_kmaly@hotmail.com,9889512737
739, RAHUL R,(.NET),glpwsh.nraqy@yahoo.com,9889512738
740, FATHIMA S,(.NET),frdys.nhawndy@hotmail.com,9889512739
741, AJUMAL.E,(.NET),nwyndkht.myrzadh47@hotmail.com,9889512740
742, ANOOJ M,(.NET),frbgh85@yahoo.com,9889512741
743, CHETHANA BHASKARAN,(.NET),glaathyn_klbasy@hotmail.com,9889512742
744, ANU CHERIAN,(.NET),grsha_msahb@yahoo.com,9889512743
745, SANDRA JOSE,(JAVA),zyba_qmyshy28@hotmail.com,9889512744
746, JITHIN SEBASTIAN JOJI,(JAVA),spnd_qanwny@hotmail.com,9889512745
747, VAISAKH R,(JAVA),zynw14@hotmail.com,9889512746
748, JIJO K ANTONY,(JAVA),bhrng.wkyly@hotmail.com,9889512747
749, SHAMBAVI .S,(JAVA),twty31@hotmail.com,9889512748
750, DIVYA CYRIAC,(JAVA),ayrj91@hotmail.com,9889512749
751, LINTU THOMAS,(JAVA),glzar_namtzadh59@yahoo.com,9889512750
752, PRIYA GEORGE,(JAVA),bkhtyar_qhstany@gmail.com,9889512751
753, GEO JOHN,(JAVA),khshayar92@gmail.com,9889512752
754, SOMY SUSAN KURUVILLA,(JAVA),mrzban76@gmail.com,9889512753
755, VISHNU SASI,(JAVA),frzyn.hashmyrfsnjany1@yahoo.com,9889512754
756, ROSHAN STEPHEN,(JAVA),shbahng2@yahoo.com,9889512755
757, SOMA.A.JANARDHANAN,(JAVA),frdad17@hotmail.com,9889512756
758, JOBIN JOSEPH,(JAVA),gwdrz24@gmail.com,9889512757
759, BIJI A,-TESTING,khram.fryad14@gmail.com,9889512758
760, LAKSHMI DEVI,-TESTING,shbahng_nazry@hotmail.com,9889512759
761, RASIYA MUHAMMED,(JAVA),frwd.kymyayy@hotmail.com,9889512760
762, JASYN SUSAN MATHEW,(JAVA),frwtn.azyzy91@hotmail.com,9889512761
763, REMYA K.V.,(JAVA),zryn.qmyshy@gmail.com,9889512762
764, AMRITA NAIR C,(.NET),nrmyn0@hotmail.com,9889512763
765, EDU VISWAM,(.NET),aazrm.myrzadh@gmail.com,9889512764
766, NIRMALA.C,(JAVA),frkh.fryad4@hotmail.com,9889512765
767, FAIZAL.N,(.NET),dyba_frj67@hotmail.com,9889512766
768, SRIRAM.R,(JAVA),wrjawnd92@yahoo.com,9889512767
769, BETSY MATHEW,(.NET),zadbh21@yahoo.com,9889512768
770, MIRZA SHAMS,(.NET),sam.alypwr68@gmail.com,9889512769
771, JISHA MARIAM SAJU,(JAVA),frydkht31@hotmail.com,9889512770
772, DIVYA .P,(JAVA),shrmyn.kymyayy60@gmail.com,9889512771
773, NAMITA THOMAS,(TESTING),glbw_mhmdy@yahoo.com,9889512772
774, RASNA P,(JAVA),astr.krdbchh15@gmail.com,9889512773
775, GIFTY SUSAN JAMES,(TESTING),nda89@yahoo.com,9889512774
776, HAPPY SASEENDRAN,(TESTING),frynwsh75@gmail.com,9889512775
777, KARTHIKA,(TESTING),frwzan60@yahoo.com,9889512776
778, SURYA JOHN CHRISTINA,(.NET),dlnwaz.aaly@hotmail.com,9889512777
779, ACSA.P.CLEMIS,(.NET),hyrbd.gnjy@gmail.com,9889512778
780, STEFFI PHILIP MULAMOOTTIL,(.NET),glnwsh.myrdamady@hotmail.com,9889512779
781, MANU.N.V,(.NET),saghr.alyaabady21@hotmail.com,9889512780
782, NIKHITHA K.B,(.NET),kambkhsh.klbasy@gmail.com,9889512781
783, MATHEW PHILIP A,(.NET),jhanbanw.wathqy@yahoo.com,9889512782
784, AJEENA THOMAS,(.NET),lalhrkh.krdbchh@hotmail.com,9889512783
785, TEENA GEORGE,(.NET),glzar78@hotmail.com,9889512784
786, FEBIN TOMY,(JAVA),twfan.qanwny59@hotmail.com,9889512785
787, AJITH B. MALIACKAL,(JAVA),anwshrwan.aaly@yahoo.com,9889512786
788, LINJU P B,IPATH,mhbanw_kymyayy33@gmail.com,9889512787
789, JUBIN JOSEPH,(.NET),yzdan61@yahoo.com,9889512788
790, SREELEKSHMI R,(JAVA),nrmyn_mqdm11@hotmail.com,9889512789
791, RAHUL RAJENDRAN,(.NET),prydkht.alyzmany89@hotmail.com,9889512790
792, SHINU JACOB,(.NET),shhab97@gmail.com,9889512791
793, VANDANA V,(.NET),radbanw.qanwny86@gmail.com,9889512792
794, TONY JOSE,(.NET),whrz.hmdany@gmail.com,9889512793
795, NAMSHID A.V,(.NET),danwsh16@hotmail.com,9889512794
796, KEVIN KORAH ABRAHAM,Content Marketing,shady24@yahoo.com,9889512795
797, BIYAMOL BABU,Content Marketing,aazadh22@gmail.com,9889512796
798, Midhun Raj R,Fundamental Marketing,frdys_qmyshy@gmail.com,9889512797
799, MARIYA TOMY,Social Media Marketing,mhrnkar_mnwchhry6@hotmail.com,9889512798
800, ANOOP.C,Fundamental Marketing,darywsh.aarf@gmail.com,9889512799
801, SAJEEV P V,Email Marketing,khbd.myrspasy50@yahoo.com,9889512800
802, NEHA GOPAL,Email Marketing,nazprwr.mhmdy32@yahoo.com,9889512801
803, YEDU KRISHNAN B,SEM,mnyzhh.mhajrany@hotmail.com,9889512802
804, TEVIN JOSEPH K.O,SEM,sark.mhajrany53@yahoo.com,9889512803
805, KEVIN SEBASTIAN FERNANDEZ,Sales,ramyar.qmyshy76@yahoo.com,9889512804
806, ABDUL RAHMAN SHANAZ KAPIL,Sales,brzw.araqy19@yahoo.com,9889512805
807, ANUJA M V,Ecommerce,hyrmnd43@gmail.com,9889512806
808, JITHA S KUMAR,Sales,nwshfr_mhmdy@hotmail.com,9889512807
809, AJAYSREEDHAR.M.R,Coding,twfan.hwmn@gmail.com,9889512808
810, LIJIN P. JOHN,Coding,zawa.nwab@hotmail.com,9889512809
811, BOBBY SEBASTIAN,Personal & Professional Development,glnaz_anayt65@gmail.com,9889512810
812, TANIA THOMAS THEVARCAD,Design,jwan_hashmyrfsnjany71@yahoo.com,9889512811
813, RAHUL RAJAN,Design,tajy31@yahoo.com,9889512812
814, NAYANA JOSE,Entrepreneurship,grsha.krmany82@gmail.com,9889512813
815, NAVEEN DEENA THOMAS,Business & Finance,banw76@hotmail.com,9889512814
816, MINTY BABY,Business & Finance,mahbrzyn91@gmail.com,9889512815
817, MEERA J PAI,Writing,hwrtash_nazry@yahoo.com,9889512816
818, JINU KURIAN,Communication,srafraz.msahb@yahoo.com,9889512817
819, GEETHU SUNNY,Communication,pwya86@yahoo.com,9889512818
820, FAHAD VALLANCHIRA,Entrepreneurship,nwsha91@yahoo.com,9889512819
821, BINYAMIN,Entrepreneurship,dnya_abdalkrymy@yahoo.com,9889512820
822, BINSA PAUL,Entrepreneurship,shmshad_marwf@hotmail.com,9889512821
823, ARCHANA P V,Humanities,glandam.almalhdy@hotmail.com,9889512822
824, APARNA V.NAIR,Entrepreneurship,twrj_mwhd93@gmail.com,9889512823
825, KARTHIKA.I,Languages,rkhshanh_ndwshn62@yahoo.com,9889512824
826, JITHIN.PRAKASH,Content Marketing,mynwdkht.wathqy@hotmail.com,9889512825
827, ANN SUSAN BABU,Content Marketing,pwya.azyzy12@hotmail.com,9889512826
828, HIBA AZEEZ P,Fundamental Marketing,hwrdad_frshydwrd@yahoo.com,9889512827
829, ANURADHA.J,Social Media Marketing,rwzbh.mayn11@hotmail.com,9889512828
830, NEETHU.S,Fundamental Marketing,glnaz.hashmy78@yahoo.com,9889512829
831, LAYA JACOB,Email Marketing,swsn75@hotmail.com,9889512830
832, VIJI VARGHESE,Email Marketing,anwshrwan.fnyzadh43@gmail.com,9889512831
833, ADARSH. V. S,SEM,bhram.krmany9@yahoo.com,9889512832
834, DEEPTHI WILSON,SEM,hytasb.maarf@gmail.com,9889512833
835, MELVIN JOSEPH MANI,Sales,shrwyn13@gmail.com,9889512834
836, DENNIS VARKEY ROY,Sales,nadr.ythrby20@hotmail.com,9889512835
837, BABUL MATHEW,Ecommerce,zry.glmhmdy77@gmail.com,9889512836
838, VINEETHA NARAYANAN,Sales,shhrh15@hotmail.com,9889512837
839, SUBIN T CHETHIMATTOM,Coding,nsrynnwsh13@hotmail.com,9889512838
840, LEKSHMI.U.S,Coding,pzhman8@hotmail.com,9889512839
841, JYOTHIS ULAHANNAN,Personal & Professional Development,frbd74@yahoo.com,9889512840
842, JUBY SARA KURUVILLA,Design,dyaakw.mlk@yahoo.com,9889512841
843, SREELAKSHMI.N,Design,glchyn_mhdthy@gmail.com,9889512842
844, NEETHU JOSE,Entrepreneurship,frzan51@hotmail.com,9889512843
845, ASHISH.C,Business & Finance,nrgs_nwbkht@hotmail.com,9889512844
846, JITHIN I.V,Business & Finance,dyanwsh55@gmail.com,9889512845
847, SHINOJ.VM,Writing,swlmaz.myzbany39@gmail.com,9889512846
848, JITHIN MATHEW,Communication,nykdad_hrwy47@hotmail.com,9889512847
849, MERIN GEORGE,Communication,radbanw_mfth94@yahoo.com,9889512848
850, SHARON MERIN JOSE,Entrepreneurship,mhjbyn_alyasgry65@hotmail.com,9889512849
851, RESHMA G NAIR,Entrepreneurship,shmyla_fatmy@yahoo.com,9889512850
852, JESTIN GEORGE JACOB,(.NET),pyrwz.hashmyrfsnjany@hotmail.com,9889512851
853, GEETHU JOY,(.NET),barbd.ndwshn36@hotmail.com,9889512852
854, FEBY ELSA VARGHESE,(.NET),frkh.mnwchhry@gmail.com,9889512853
855, GANESH V K,(.NET),hwyda65@yahoo.com,9889512854
856, RAMESH.K.R,(.NET),prychhr.fnayy66@hotmail.com,9889512855
857, Nirmal Therese Sunny,.NET,tyna.nwbkht@yahoo.com,9889512856
858, Saranya T T,.NET,aathyn_mddy98@hotmail.com,9889512857
859, Rahul Mohan,.NET,sayna81@yahoo.com,9889512858
860, Juby Mariam John,.NET,dlnwaz.aarf95@gmail.com,9889512859
861, SIJU PUSHKARAN,.NET,rasa.kamly15@hotmail.com,9889512860
862, R RAJESH KUMAR,.NET,glpr24@hotmail.com,9889512861
863, Biby Mathew,.NET,kyan_mlkyan@yahoo.com,9889512862
864, Divya Sadanandan,.NET,frnwd_mwhd12@gmail.com,9889512863
865, SANEEJA THOMAS,.NET,sark_mjtbayy@hotmail.com,9889512864
866, SOORAJ S R,.NET,maral.mjtbayy@yahoo.com,9889512865
867, JUSTIN K GEORGE,.NET,mhrwz.alyzmany@gmail.com,9889512866
868, RIYA VARGHESE,.NET,hwmn.mfth1@yahoo.com,9889512867
869, ATHUL MOHAN, .Net,thmwrth.msha@gmail.com,9889512868
870, RITU ANN CHERIAN,  Java,gldys_kakawnd@yahoo.com,9889512869
871, JEBIN ABRAHAM,  Java,wamq.mlayry@gmail.com,9889512870
872, DIANA P C,  Java,manya.mjrd@hotmail.com,9889512871
873, SHERY JOYA JOHN,  Java,tabandkht.mstwfy91@yahoo.com,9889512872
874, LINI ELSA ABRAHAM,  Java,rawyar_qanwny@gmail.com,9889512873
875, LIGIN JOSEPH,  Java,maral_msbahzadh36@yahoo.com,9889512874
876, BINSY P,  Java,jmshyd18@gmail.com,9889512875
877, ARUN M.S,  Java,ashkan_hmt69@gmail.com,9889512876
878, ANNAMMA DOMINIC,  Java,byzhn_abdalkrymy@gmail.com,9889512877
879, NINA SARA JOHN,  Java,many29@yahoo.com,9889512878
880, RESHMI NARAYANAN,  Java,sybwbh.hwmn72@gmail.com,9889512879
881, SANJAY KARUN,  Java,shrarh.abady@yahoo.com,9889512880
882, HARSHA MANASA J S,  Java,zal90@yahoo.com,9889512881
883, RAM NS,  Java,yawr87@gmail.com,9889512882
884, MEERA THOMAS,  Java,shbahng.nylwfry65@yahoo.com,9889512883
885, JOBISH PS,  Java,shyrw85@yahoo.com,9889512884
886, SOUMYA RACHEL MATHEW,  Java,shbnm_mstwfy81@hotmail.com,9889512885
887, PREJI P,  Java,kamran.framrzy39@hotmail.com,9889512886
888, NINU MARIA ANDREWS,  Java,glrkh.myrbaqry87@gmail.com,9889512887
889, DHANYA JAMES,  Java,wys_myzbany@yahoo.com,9889512888
890, MANOJ MATHEW,  Java,kamjw.msha@gmail.com,9889512889
891, ESSY CHARLEY C,  Java,frwtn.myrzadh@hotmail.com,9889512890
892, VYSHAK RAJ M P,Content Marketing,mahbrzyn68@hotmail.com,9889512891
893, DEEPADAS S,Content Marketing,hywa_kyan@hotmail.com,9889512892
894, ANJANA MOHAN,Fundamental Marketing,frwd.mayn@gmail.com,9889512893
895, JIMNA C,Social Media Marketing,prnaz.kymyayy54@gmail.com,9889512894
896, DIVYAMOL MATHEW,Fundamental Marketing,hmdm.waaz17@yahoo.com,9889512895
897, BETSY GEORGE,Email Marketing,kywandkht_mwswy49@yahoo.com,9889512896
898, ANJANA R,Email Marketing,grshasb.azyzy51@gmail.com,9889512897
899, SUNU.J.B,SEM,bwyan_aashwry@yahoo.com,9889512898
900, CHINU ALEX,SEM,nsrynnwsh_frj86@hotmail.com,9889512899
901, NEENU SUSAN JOHN,Sales,mhranfr.mjthdshbstry@yahoo.com,9889512900
902, RESHMA SUNNY ABRAHAM,Sales,banw64@yahoo.com,9889512901
903, SANTHARAM. S,Ecommerce,barbd_maarf10@gmail.com,9889512902
904, PRAVEEN P R,Sales,pzhwa8@gmail.com,9889512903
905, SUZEN SAJU KALLUNGAL,Coding,barman32@gmail.com,9889512904
906, RIYA ELZA KOSHY,Coding,kywmrth_abdalkrymy72@gmail.com,9889512905
907, RESHMI.V.K,Personal & Professional Development,aazrm_mnwchhry@gmail.com,9889512906
908, NEETHU SIMON,Design,shmshad_mhdypwr17@gmail.com,9889512907
909, NAYANU.KV,Design,mhsyma.mhjwb33@gmail.com,9889512908
910, SHARLET JOSEPH,Entrepreneurship,mrdas91@gmail.com,9889512909
911, ANANDU J,Business & Finance,glrkh_lahwty78@yahoo.com,9889512910
912, MINTU VARGHESE,Business & Finance,nazbanw_kwshky@yahoo.com,9889512911
913, R.MANIKANDAN,Writing,hma.mrtdhwy@yahoo.com,9889512912
914, KEWIN GEORGEY MAYHEWS,Communication,mrmr.wathqy@hotmail.com,9889512913
915, SHILPA V PURUSHOTHAMAN,Communication,ngarh81@yahoo.com,9889512914
916, PREETHA. A,Entrepreneurship,bhdad95@yahoo.com,9889512915
917, KRISHNAPRASAD.N,Entrepreneurship,mahzad_mlkyan72@yahoo.com,9889512916
918, ANOOP M. M.,Entrepreneurship,darywsh_lwks@hotmail.com,9889512917
919, MOHAMED SAJIN K C,Humanities,swgnd_qhstany62@yahoo.com,9889512918
920, NISHANT .A,Entrepreneurship,glarh_aarf@gmail.com,9889512919
921, KRISHNAPRIYA.C.H,Languages,zhyar.ghny@hotmail.com,9889512920
922, BINCY THOMAS,Content Marketing,fda.ylda46@yahoo.com,9889512921
923, AFSAL.B,Content Marketing,nwyn.farsy90@gmail.com,9889512922
924, TOM MATHEW,Fundamental Marketing,hwrzad.aaly10@gmail.com,9889512923
925, PREDHIN TOM SAPRU,Social Media Marketing,hngamh61@gmail.com,9889512924
926, MOHAMMED BINAS M,Fundamental Marketing,glpwsh70@yahoo.com,9889512925
927, KAMAL NARENDRAN MENON,Email Marketing,bamshad32@hotmail.com,9889512926
928, KARTHIK BALAKRISHNAN,Email Marketing,mahan.aarf@hotmail.com,9889512927
929, BALA MURUGAN.K,SEM,parsa.msahb@yahoo.com,9889512928
930, SHANKAR J,SEM,nwshrwan_yadgar@hotmail.com,9889512929
931, SANDEEP.K,Sales,kanyar60@hotmail.com,9889512930
932, ARUN KUMAR T.,Sales,dawr_hwmn@hotmail.com,9889512931
933, SARAVANA KUMAR.K,Ecommerce,chalak43@hotmail.com,9889512932
934, SHAHID UMMER,Sales,aazrm32@hotmail.com,9889512933
935, SANDEEP MJ,Coding,sana_mlayry0@hotmail.com,9889512934
936, PRASIN DEV,Coding,prtw_araqy@yahoo.com,9889512935
937, PRAJITH P,Personal & Professional Development,mhrnaz.ndwshn13@yahoo.com,9889512936
938, NITHIN JACOB,Design,nwa_kmaly77@hotmail.com,9889512937
939, JACOB PAUL,Design,glbhar_nazry88@gmail.com,9889512938
940, DEEPAK.K,Entrepreneurship,hmraz_hashmy@yahoo.com,9889512939
941, SARAVANAN V,Business & Finance,bhshad.aashwry70@hotmail.com,9889512940
942, AJIS V.K.,Business & Finance,nda.nwbkht99@hotmail.com,9889512941
943, VITHYAKAR V,Writing,kyandkht_alya@hotmail.com,9889512942
944, SOUMYA. K,Communication,mahandkht_abady@yahoo.com,9889512943
945, KRITHIKA MANEEVANNAN,Communication,hwnam.yahqy@gmail.com,9889512944
946, BAYYANA SRI DUTT,Entrepreneurship,danwsh_aqyly@gmail.com,9889512945
947, DINOOP DIVAKARAN,Entrepreneurship,glnar_namtzadh@hotmail.com,9889512946
948, MEERA THOMAS,  Java,manya47@hotmail.com,9889512947
949, JOBISH PS,  Java,mahbrzyn71@gmail.com,9889512948
950, SOUMYA RACHEL MATHEW,  Java,mhsa_namwr@hotmail.com,9889512949
951, PREJI P,  Java,glryz73@gmail.com,9889512950
952, NINU MARIA ANDREWS,  Java,zry_qhrmanyan30@gmail.com,9889512951
953, DHANYA JAMES,  Java,ghwgha.waazy@hotmail.com,9889512952
954, MANOJ MATHEW,  Java,nazy.anayt@yahoo.com,9889512953
955, ESSY CHARLEY C,  Java,shyrng.mhdypwr@hotmail.com,9889512954
956, VYSHAK RAJ M P,  Java,frman83@yahoo.com,9889512955
957, DEEPADAS S,  Java,aazadh.hdayt@hotmail.com,9889512956
958, JIMNA C,  Java,grdaafryd_lahwty@yahoo.com,9889512957
959, DIVYAMOL MATHEW,  Java,twrj_mayn@hotmail.com,9889512958
960, BETSY GEORGE,  Java,mhrwz_aashwry@gmail.com,9889512959
961, ANJANA R,  Java,jhannaz.msbah8@hotmail.com,9889512960
962, SUNU.J.B,  Java,kyawsh_fwladwnd@gmail.com,9889512961
963, CHINU ALEX,  Java,nylwfr_mlayry19@gmail.com,9889512962
964, NEENU SUSAN JOHN,  Java,hwrzad_mqdm@gmail.com,9889512963
965, RESHMA SUNNY ABRAHAM,  Java,hwr60@hotmail.com,9889512964
966, SANTHARAM. S,  Java,mhyn30@yahoo.com,9889512965
967, PRAVEEN P R,  Java,frydwn_alyzmany46@hotmail.com,9889512966
968, SUZEN SAJU KALLUNGAL,  Java,frnwd.qmyshy2@yahoo.com,9889512967
969, REMYA RAJU,. Net,aatwsa_maarf50@hotmail.com,9889512968
970, S.B.HARILAL,. Net,glbar_abdalmlky@gmail.com,9889512969
971, RIYA ELZA KOSHY,  Java,dlshad.mthry@yahoo.com,9889512970
972, RESHMI.V.K,  Java,mhnaz87@yahoo.com,9889512971
973, NEETHU SIMON,  Java,yadgar29@gmail.com,9889512972
974, NAYANU.KV,  Java,arzhn_wathqy17@hotmail.com,9889512973
975, SHARLET JOSEPH,  Java,prnya_qhrman37@yahoo.com,9889512974
976, ANANDU J,  Java,kykawws.nqybzadh19@yahoo.com,9889512975
977, MINTU VARGHESE,  Java,nazfr6@yahoo.com,9889512976
978, R.MANIKANDAN,  Java,aabandkht_kamly@hotmail.com,9889512977
979, KEWIN GEORGEY MAYHEWS,  Java,sayna.mfth24@yahoo.com,9889512978
980, SHILPA V PURUSHOTHAMAN,  Java,mhrafryn_aqyly@gmail.com,9889512979
981, PREETHA. A,  Java,glshn_qhstany84@gmail.com,9889512980
982, KRISHNAPRASAD.N,  Java,ard_msha46@hotmail.com,9889512981
983, A.SUNDARAM A, . Net,twrj.msahb54@hotmail.com,9889512982
984, SALIN MATHEW, . Net,nstrn3@gmail.com,9889512983
985, TIJI.P.THOMAS, . Net,jaban14@hotmail.com,9889512984
986, TIJO.P.MATHEWS, . Net,rwbyna_mradkhany@hotmail.com,9889512985
987, DEEPA D, . Net,dlrba88@gmail.com,9889512986
988, PARVATHY.S, . Net,glbrg_myzbany@gmail.com,9889512987
989, PARVATHY.S, . Net,dwrshasb66@yahoo.com,9889512988
990, REKHA H, . Net,chalak.asar@gmail.com,9889512989
991, GEONA ANTONY, . Net,ktaywn_hashmyan67@gmail.com,9889512990
992, ANITA CANCIUS, . Net,mhsyma_nqybzadh71@hotmail.com,9889512991
993, JYOTSNA JOSE, . Net,mhtab_qhrman97@yahoo.com,9889512992
994, ANU BABU, . Net,glrng_maarf@yahoo.com,9889512993
995, ANEENA SUSAN THOMAS, . Net,frzyn52@hotmail.com,9889512994
996, FASEELA TP, . Net,nadr96@yahoo.com,9889512995
997, VINITHA JAMES, . Net,sarng_nylwfry22@hotmail.com,9889512996
998, SARATH S P, . Net,makan68@yahoo.com,9889512997
999, JINCY.J.HENDRY, . Net,nazy64@yahoo.com,9889512998
1000, CHIPPY MATHEW, . Net,ramsh.mrtdhwy45@yahoo.com,9889512999
1001, LEKSHMI PRIYA, . Net,bichthao39@yahoo.com,9889513000
1002, PREMJITH, . Net,ngoccam.dinh46@gmail.com,9889513001
1003, MANU V KURUP, . Net,caonghiep25@gmail.com,9889513002
1004, ANZEL JAMAL, . Net,binhquan88@hotmail.com,9889513003
1005, NIZA JIBSSA MEHABOOB, . Net,quochoang19@hotmail.com,9889513004
1006, PALLAVI MENON, . Net,minhphuong.mai@hotmail.com,9889513005
1007, BINI.P, . Net,caoky_lam@gmail.com,9889513006
1008, ANU.S.NAIR, . Net,duyenmy_to64@yahoo.com,9889513007
1009, AKHIL VIJAY, . Net,vietthang_pham@yahoo.com,9889513008
1010, TRISHA JOSE,. Net,thixuan43@yahoo.com,9889513009
1011, TEENA SUSAN RAJU,. Net,thachson_hoang@gmail.com,9889513010
1012, SREEJA T.J,. Net,mailien47@hotmail.com,9889513011
